chapter_no,key_ideas,subject,grade,chapter_name
5,Election to the Lok Sabha and State Legislative Assemblies,Civics,8,"Universal Franchise and India’s Electoral System"
5,Election to the Rajya Sabha,Civics,8,"Universal Franchise and India’s Electoral System"
5,Election of the President of India,Civics,8,"Universal Franchise and India’s Electoral System"
5,Challenges and the Road Ahead,Civics,8,"Universal Franchise and India’s Electoral System"
6,Composition of the Parliament of India,Civics,8,The Parliamentary System: Legislature and Executive
6,Legislative Functions of the Parliament,Civics,8,The Parliamentary System: Legislature and Executive
6,Executive Functions of Parliament,Civics,8,The Parliamentary System: Legislature and Executive
6,Differences Between the Legislature and the Executive,Civics,8,The Parliamentary System: Legislature and Executive
6,The Judiciary — Role of Checks and Balances,Civics,8,The Parliamentary System: Legislature and Executive
6,Legislative and Executive Functions at the State Level,Civics,8,The Parliamentary System: Legislature and Executive
6,Parallel Structure of Union and State Governments in India,Civics,8,The Parliamentary System: Legislature and Executive
6,Challenges to the Effective Functioning of the Legislatures,Civics,8,The Parliamentary System: Legislature and Executive
7,Land (natural resources),Civics,8,Factors of Production
7,Labour (human resources),Civics,8,Factors of Production
7,Capital,Civics,8,Factors of Production
7,Entrepreneurship,Civics,8,Factors of Production
7,TECHNOLOGY: AN ENABLER OF PRODUCTION,Civics,8,Factors of Production
7,HOW ARE THE FACTORS CONNECTED?,Civics,8,Factors of Production
7,RESPONSIBILITIES TOWARDS FACTORS OF PRODUCTION,Civics,8,Factors of Production
1,What is Science?,Biology,6,The Wonderful World of Science
1,What will we explore with the help of this book?,Biology,6,The Wonderful World of Science
1,How can we try to find answers to our questions on our own?,Biology,6,The Wonderful World of Science
1,scientific method,Biology,6,The Wonderful World of Science
2,Diversity in Plants and Animals Around Us,Biology,6,Diversity in the Living World
2,How to Group Plants and Animals?,Biology,6,Diversity in the Living World
2,How to group plants?,Biology,6,Diversity in the Living World
2,How to group animals?,Biology,6,Diversity in the Living World
2,Plants and Animals in Different Surroundings,Biology,6,Diversity in the Living World
3,What Do We Eat?,Biology,6,Mindful Eating: A Path to a Healthy Body
3,What are the Components of Food?,Biology,6,Mindful Eating: A Path to a Healthy Body
3,How to Test Different Components of Food?,Biology,6,Mindful Eating: A Path to a Healthy Body
3,Balanced Diet,Biology,6,Mindful Eating: A Path to a Healthy Body
3,Millets: Nutrition-rich Cereals,Biology,6,Mindful Eating: A Path to a Healthy Body
3,Food Miles: From Farm to Our Plate,Biology,6,Mindful Eating: A Path to a Healthy Body
10,What Sets the Living Apart from the Non-living?,Biology,6,Living Creatures: Exploring their Characteristics
10,Essential Conditions for Germination of a Seed,Biology,6,Living Creatures: Exploring their Characteristics
10,Growth and Movement in Plants,Biology,6,Living Creatures: Exploring their Characteristics
10,Life Cycle of a Plant,Biology,6,Living Creatures: Exploring their Characteristics
10,Life Cycle of Animals,Biology,6,Living Creatures: Exploring their Characteristics
11,Air,Biology,6,Nature’s Treasures
11,Water,Biology,6,Nature’s Treasures
11,Energy from the Sun,Biology,6,Nature’s Treasures
11,Forests,Biology,6,Nature’s Treasures
11,Soil,Biology,6,Nature’s Treasures
11,Rocks and Minerals,Biology,6,Nature’s Treasures
11,Fossil Fuels,Biology,6,Nature’s Treasures
11,Natural Resources: Renewable and Non-renewable,Biology,6,Nature’s Treasures
11,Resources We Use,Biology,6,Nature’s Treasures
6,Growing With Age: The Teenage Years,Biology,7,Adolescence:A Stage of Growth and Change
6,Changes that Indicate Reproductive Capability,Biology,7,Adolescence:A Stage of Growth and Change
6,Emotional and Behavioural Changes in Adolescents,Biology,7,Adolescence:A Stage of Growth and Change
6,Meeting nutritional needs,Biology,7,Adolescence:A Stage of Growth and Change
6,Personal hygiene,Biology,7,Adolescence:A Stage of Growth and Change
6,Physical activities,Biology,7,Adolescence:A Stage of Growth and Change
6,Balanced social life,Biology,7,Adolescence:A Stage of Growth and Change
6,Avoiding harmful substances — learn to say NO,Biology,7,Adolescence:A Stage of Growth and Change
6,The 'Why' Question for Adolescence,Biology,7,Adolescence:A Stage of Growth and Change
9,Nutrition in Animals,Biology,7,Life Processes in Animals
9,Digestion in human beings,Biology,7,Life Processes
9,Do all animals digest food the same way as humans do?,Biology,7,Life Processes in Animals
9,Respiration in Animals,Biology,7,Life Processes in Animals
9,Respiration in humans,Biology,7,Life Processes in Animals
9,How do we breathe?,Biology,7,Life Processes in Animals
9,Do other animals breathe the same way as humans do?,Biology,7,Life Processes in Animals
10,How Do Plants Grow?,Biology,7,Life Processes in Animals
10,How Do Plants Get Food for their Growth?,Biology,7,Life Processes in Animals
10,Photosynthesis: in a nutshell,Biology,7,Life Processes in Animals
10,Transport in Plants,Biology,7,Life Processes in Animals
10,Transport of water and minerals,Biology,7,Life Processes in Animals
10,Transport of food,Biology,7,Life Processes in Animals
10,Do Plants Respire?,Biology,7,Life Processes in Animals

